41,21,144,67000
41,22,96,71300
41,23,109,75125
41,24,113,78750
41,25,95,83275
42,1,49,2450
42,2,22,3025
42,3,67,6300
42,4,67,9575
42,5,63,12650
42,6,39,14225
42,7,36,16025
42,8,47,18375
42,9,75,21875
42,10,61,24850
42,11,56,27500
42,12,92,31725
42,13,93,35075
42,14,78,38800
42,15,92,42925
42,16,79,46575
42,17,141,53175
42,18,86,56550
42,19,94,59600
42,20,93,62650
42,21,113,67925
42,22,132,71675
42,23,139,77475
42,24,104,82275
42,25,147,85900
42,26,135,90475
42,27,140,95725
42,28,126,99550
42,29,67,102650
43,1,28,1400
43,2,99,6075
43,3,113,11225
43,4,75,14825
43,5,43,16975
43,6,67,19800
43,7,41,21850
43,8,59,24625
43,9,123,28475
43,10,59,31350
43,11,58,34225
43,12,66,36750
43,13,70,39400
43,14,84,42500
43,15,77,45375
43,16,86,49300
43,17,81,53000
43,18,130,56875
43,19,71,59425
44,1,42,2100
44,2,74,5475
44,3,93,9825
44,4,43,10800
44,5,58,13575
44,6,52,15000
44,7,92,18075
44,8,78,21925
44,9,104,26750
44,10,58,29450
44,11,64,32525
44,12,70,35200
44,13,91,39275
44,14,76,42775
44,15,69,46225
44,16,128,50175
44,17,92,53450
44,18,86,57650
44,19,100,61100
44,20,97,64850
44,21,39,66300
45,1,72,3600
45,2,60,6575
45,3,65,9800
45,4,49,12225
45,5,62,14175
45,6,121,19925
45,7,79,23700
45,8,42,25200
45,9,121,30600
45,10,69,33150
45,11,88,36000
45,12,126,39775
45,13,69,42725
45,14,96,45850
45,15,117,51575
45,16,107,55275
45,17,149,61675
45,18,120,65550
45,19,102,70025
45,20,139,73925
45,21,99,78325
45,22,95,82700
45,23,99,87300
45,24,131,93475
45,25,139,97450
45,26,124,101475
45,27,160,107050
45,28,105,109850
46,1,40,2000
46,2,52,3000
46,3,102,7725
46,4,94,9225
46,5,65,12025
46,6,62,14025
46,7,60,16925
46,8,110,21525
46,9,46,23725
46,10,92,28275
46,11,109,31975
46,12,115,37425
46,13,78,41150
46,14,84,44500
46,15,77,47225
46,16,79,51100
46,17,113,55000
46,18,106,59750
46,19,85,63900
46,20,105,68650
46,21,108,73825
46,22,125,77725
46,23,114,82250
46,24,124,87950
46,25,139,91900
46,26,111,96950
46,27,129,100750
46,28,98,105375
47,1,114,5700
47,2,39,7625
47,3,45,9750
47,4,30,10375
47,5,86,14625
47,6,57,17450
47,7,76,21175
47,8,63,24075
47,9,68,27475
47,10,74,30500
47,11,65,32925
47,12,62,35975
47,13,96,39475
47,14,82,43550
47,15,75,46475
47,16,99,51100
47,17,100,56075
47,18,98,60650
47,19,107,65600
47,20,66,68125
48,1,61,3050
48,2,187,10125
48,3,92,14625
48,4,44,16750
48,5,105,21625
48,6,87,25925
48,7,70,28900
48,8,94,31750
48,9,85,35850
48,10,94,38825
48,11,152,42825
48,12,62,45775
48,13,76,49400
48,14,79,53300
